lfdb_id,lectin,glycotoucan_id,iupac_name,glycan_class,mass_Da,Ka_x10e4_per_M,source
LfDB0065,Galectin-3 (Human) CRD,G25162JS,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1277.48,2.588,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G09362PR,GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1115.42,2.294,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G35223CU,GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc-ol,oligosaccharide,709.26,1.537,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G77712UR,Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc-ol,polysaccharide,1058.4,1.427,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G09126MW,Gal(b1-4)GlcNAc-ol,disaccharide,385.16,1.277,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G70358QM,Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1722.61,1.022,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G84053BQ,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc-ol,polysaccharide,1464.56,0.789,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G99242KO,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)[Neu5Ac(a2-6)]GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,3172.12,0.738,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G75367YS,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc-ol,polysaccharide,1870.72,0.676,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G04681PT,Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1398.5,0.648,LfDB/FAC/GlyCosmos
