GlyCosmos Lectin Number,Lectin Name,Short name,UniProt ID,PDB IDs,LfDB ID,Monosaccharide Specificity,Organism,Taxonomy ID,MCAW IDs
GL_001399,"Chitinase B","",P11797,"1E6N|1GOI|1H0G|1H0I|1O6I|1OGB|1OGG|3WD0|3WD1|3WD2|3WD3|3WD4|4Z2G|4Z2H|4Z2I|4Z2J|4Z2K|4Z2L|6JK9|6JKF|7C34|7C92|7CB1","","",Serratia marcescens,615,""
GL_004459,"D-ribose pyranase","",Q7A1V6,"","","",Staphylococcus aureus subsp. aureus MW2,196620,""
GL_004602,"Collectin-10","",Q2LK95,"","","",Gallus gallus,9031,""
GL_002091,"Beta propeller","",A0A140UHM9,"5C2N|8R3B|8R3C|8R3D","","",Enterobacteria phage L1,268588,""
GL_004055,"D-ribose pyranase","",Q31UM5,"","","",Shigella boydii Sb227,300268,""
GL_000667,"Latrophilin Cirl","",B3MFV7,"","","",Drosophila ananassae,7217,""
GL_004338,"D-ribose pyranase","",Q5KUX2,"","","",Geobacillus kaustophilus HTA426,235909,""
GL_000948,"Probable L-type lectin-domain containing receptor kinase II.1","",Q9FIF1,"","","",Arabidopsis thaliana,3702,""
GL_002445,"PLASMODESMATA CALLOSE-BINDING PROTEIN 2","",Q9SD84,"","","",Arabidopsis thaliana,3702,""
GL_000141,"C-type lectin domain family 11 member A","",O88200,"","","",Mus musculus,10090,""
GL_003126,"Snaclec clone 2100755","",Q8JIV8,"7QAJ","","",Deinagkistrodon acutus,36307,""
GL_001592,"Glucans biosynthesis protein G","",B7LFG0,"","","",Escherichia coli 55989,585055,""
GL_003523,"D-ribose pyranase","",B0TS18,"","","",Shewanella halifaxensis HAW-EB4,458817,""
GL_002569,"Solute carrier family 2, facilitated glucose transporter member 3","",P32037,"","","",Mus musculus,10090,""
GL_000235,"C-type lectin receptor-like tyrosine-protein kinase At1g52310","",Q9C823,"","","",Arabidopsis thaliana,3702,""
GL_002626,"Glucokinase","",A7ZPJ8,"","","",Escherichia coli O139:H28 str. E24377A,331111,""
GL_002640,"Glucokinase","",P58617,"","","",Ralstonia pseudosolanacearum GMI1000,267608,""
GL_001871,"Uncharacterized family 31 glucosidase C30D11.01c","",Q09901,"","","",Schizosaccharomyces pombe 972h-,284812,""
GL_005253,"PKHD-type hydroxylase PMT_0286","",Q7V8P9,"","","",Prochlorococcus marinus str. MIT 9313,74547,""
GL_002148,"Putative phage structural protein","",D3W0F1,"4L92|4L97|4L99|4L9B|4RGA|4RGG","","",Lactococcus phage 1358,741942,""
GL_000923,"Polypeptide N-acetylgalactosaminyltransferase 5","",Q95ZJ1,"","","",Caenorhabditis elegans,6239,""
GL_002137,"Hemagglutinin","",C3W5S1,"3AL4|3LZG|3UBE|3UBJ|3UBN|3UBQ|3UYW|3UYX|3ZTN|4JTV|4JTX|4JU0|4M4Y|5GJS|5K9O|5WKO|6URM|6WJ1|7FAH|7MEM|7T3D|8TXM|8TXP|8TY7","","",Influenza A virus (A/California/04/2009(H1N1)),641501,""
GL_001707,"Malectin-B","",Q8AVF4,"","","",Xenopus laevis,8355,""
GL_003439,"ATP-dependent 6-phosphofructokinase","",B2UZX8,"","","",Clostridium botulinum E3 str. Alaska E43,508767,""
GL_000639,"L-selectin","",P14151,"2LGF|3CFW|5VC1","","",Homo sapiens,9606,""
GL_003653,"D-ribose pyranase","",Q891M0,"","","",Clostridium tetani E88,212717,""
GL_001076,"Ribosome-inactivating protein SNAIf","",O22415,"","","",Sambucus nigra,4202,""
GL_004607,"Mannose-binding protein C","",Q66S54,"","","",Hylobates lar,9580,""
GL_001570,"Glucans biosynthesis protein G","",A6WMM6,"","","",Shewanella baltica OS185,402882,""
GL_000662,"L-type lectin-domain containing receptor kinase VIII.1","",Q9LFH9,"","","",Arabidopsis thaliana,3702,""
GL_002529,"Glycogen phosphorylase, liver form","",P06737,"1EM6|1EXV|1FA9|1FC0|1L5Q|1L5R|1L5S|1L7X|1XOI|2ATI|2QLL|2ZB2|3CEH|3CEJ|3CEM|3DD1|3DDS|3DDW|8EMS","","",Homo sapiens,9606,""
GL_004264,"Glucose-6-phosphate isomerase","",A8A7C4,"","","",Escherichia coli HS,331112,""
GL_004066,"Glucose-6-phosphate isomerase","",B2TX50,"","","",Shigella boydii CDC 3083-94,344609,""
GL_005115,"PKHD-type hydroxylase YbiX","",A7ZJL8,"","","",Escherichia coli O139:H28 str. E24377A,331111,""
GL_003519,"Glucose-6-phosphate isomerase","",A0RK94,"","","",Bacillus thuringiensis str. Al Hakam,412694,""
GL_002754,"LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.2","",P0C5E2,"","","",Arabidopsis thaliana,3702,""
GL_002865,"Probable xyloglucan endotransglucosylase/hydrolase protein 26","",Q9SVV2,"","","",Arabidopsis thaliana,3702,""
GL_004391,"ATP-dependent 6-phosphofructokinase","",B5XLV6,"","","",Streptococcus pyogenes NZ131,471876,""
GL_004774,"N-acetylmuramic acid 6-phosphate etherase","",B1IK79,"","","",Clostridium botulinum B1 str. Okra,498213,""
GL_003344,"Glucose-6-phosphate isomerase","",Q64PM7,"","","",Bacteroides fragilis YCH46,295405,""
GL_004188,"ATP-dependent 6-phosphofructokinase","",Q7MGW6,"","","",Vibrio vulnificus YJ016,196600,""
GL_000288,"Calreticulin","",Q4VIT5,"","","",Chlorocebus aethiops,9534,""
GL_001459,"Epididymis-specific alpha-mannosidase","",Q9Y2E5,"","","",Homo sapiens,9606,""
GL_005063,"Flavonol synthase/flavanone 3-hydroxylase","",Q9XHG2,"","","",Malus domestica,3750,""
GL_001515,"Glucans biosynthesis protein D","",A7ZLL8,"","","",Escherichia coli O139:H28 str. E24377A,331111,""
GL_004965,"Dopamine beta-hydroxylase","",P09172,"4ZEL","","",Homo sapiens,9606,""
GL_005247,"PKHD-type hydroxylase XCV3086","",Q3BQZ6,"","","",Xanthomonas euvesicatoria pv. vesicatoria str. 85-10,316273,""
GL_004544,"Maltose/maltodextrin-binding periplasmic protein","",P0AEY0,"3VD8|4MY2|4WGI|4WVG|4WVI|4WVJ|4XAI|4XAJ|4YS9|5CL1|5E7U|5JON|5LOF","","",Escherichia coli O157:H7,83334,""
GL_002117,"Shiga toxin 2 subunit B","",A7UQX3,"3MXG|7U6V|7VHC|7VHD|7VHE|7VHF","","",Escherichia coli O157:H7,83334,""
GL_000537,"Halilectin 3, alpha chain (Fragment)","",C0HK22,"","","",Haliclona caerulea,1131259,""
GL_001198,"Aldose 1-epimerase","",P39840,"3MWX|4BZE|4BZF|4BZG|4BZH","","",Bacillus subtilis subsp. subtilis str. 168,224308,""
GL_001400,"Chitinase Chi52","",A0A8G1A3Q5,"","","",Paenibacillus xylanexedens,528191,""
GL_004053,"D-ribose pyranase","",B7NR51,"","","",Escherichia coli IAI39,585057,""
GL_003341,"Glucose-6-phosphate isomerase","",P99078,"","","",Staphylococcus aureus subsp. aureus N315,158879,""
GL_001545,"Glucans biosynthesis protein D","",Q87TX5,"","","",Pseudomonas syringae pv. tomato str. DC3000,223283,""
GL_000339,"Cyanovirin-N homolog","",P86326,"2JZJ","","",Ceratopteris richardii,49495,""
GL_000735,"Lectin-C","",Q9AYP9,"1ULK","","",Phytolacca americana,3527,""
GL_002194,"Type 1 fimbiral adhesin FimH","",Q1R2J4,"5AAL|5AAP|5JQI|5JR4|7Q3N","","",Escherichia coli UTI89,364106,""
GL_004389,"ATP-dependent 6-phosphofructokinase isozyme 1","",Q32A80,"","","",Shigella dysenteriae Sd197,300267,""
GL_004149,"D-ribose pyranase","",A1JHR8,"","","",Yersinia enterocolitica subsp. enterocolitica 8081,393305,""
GL_000655,"L-type lectin-domain containing receptor kinase SIT2","",Q7XUN6,"","","",Oryza sativa Japonica Group,39947,""
GL_003376,"Glucose-6-phosphate isomerase 2","",Q3SH73,"","","",Thiobacillus denitrificans ATCC 25259,292415,""
GL_004629,"Mannose-binding protein C","",Q66S63,"","","",Pan troglodytes,9598,""
GL_005041,"PKHD-type hydroxylase Bphyt_7102","",B2TA88,"","","",Paraburkholderia phytofirmans PsJN,398527,""
GL_000229,"C-type lectin lectoxin-Thr1","",A7X3Z0,"","","",Thrasops jacksonii,186611,""
GL_002377,"Concanavalin-A","",P81460,"2CWM|2CY6|2CYF|3SNM|4DPN|4I30|4TYS|4TZD|5BYN","","",Canavalia lineata,28957,""
GL_000169,"C-type lectin domain family 3 member A","",O75596,"","","",Homo sapiens,9606,""
GL_004523,"Solute carrier family 2, facilitated glucose transporter member 5","",Q9WV38,"","","",Mus musculus,10090,""
GL_000195,"C-type lectin domain family 6 member A","",Q6EIG7,"5VYB","","",Homo sapiens,9606,""
GL_002211,"ArtB protein","",Q404H3,"5WHU|5WHV","","",Salmonella enterica subsp. enterica serovar Typhimurium str. DT104,85569,""
GL_001349,"Beta-galactosidase 3","",Q5N8X6,"","","",Oryza sativa Japonica Group,39947,""
GL_004256,"Glucose-6-phosphate isomerase","",Q02VW5,"","","",Lactococcus cremoris subsp. cremoris SK11,272622,""
GL_000362,"Endosialin","",Q91V98,"","","",Mus musculus,10090,""
GL_001008,"Proteoglycan 3","",Q9JL95,"","","",Mus musculus,10090,""
GL_001537,"Glucans biosynthesis protein D","",Q3KHH5,"","","",Pseudomonas fluorescens Pf0-1,205922,""
GL_002296,"Lectin","",C0HK27,"6CJ9","","",Dioclea lasiophylla,1457464,""
GL_004682,"Xylose/arabinose-binding protein XylF","",Q4J710,"","","",Sulfolobus acidocaldarius DSM 639,330779,""
GL_003575,"ATP-dependent 6-phosphofructokinase subunit beta","",P16862,"3O8O","","",Saccharomyces cerevisiae S288C,559292,""
GL_001894,"Zona pellucida sperm-binding protein 3","",P23491,"","","",Mesocricetus auratus,10036,""
GL_000569,"Jacalin-related lectin 17","",O80736,"","","",Arabidopsis thaliana,3702,""
GL_001372,"Bifunctional protein GAL10","",P09609,"","","",Kluyveromyces lactis NRRL Y-1140,284590,""
GL_002294,"Mannose/glucose-specific lectin","",C0HJX1,"5EYX|5EYY","","",Centrolobium tomentosum,500182,""
GL_002623,"Glucokinase","",P64253,"","","",Neisseria meningitidis Z2491,122587,""
GL_000585,"Jacalin-related lectin 38","",Q9M1A7,"","","",Arabidopsis thaliana,3702,""
GL_000821,"NKG2-D type II integral membrane protein","",Q9MZ37,"","","",Pan troglodytes,9598,""
GL_001357,"Beta-galactosidase BgaC","",A1A3T0,"","","",Bifidobacterium adolescentis ATCC 15703,367928,""
GL_004344,"Glucose-6-phosphate isomerase","",B5R7S0,"","","",Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91,550538,""
GL_002911,"Feruloyl esterase B","",B8M9H9,"","","",Talaromyces stipitatus ATCC 10500,441959,""
GL_001276,"Beta-galactosidase","",Q8X685,"","","",Escherichia coli O157:H7,83334,""
GL_002601,"Glycogen [starch] synthase, muscle","",P13807,"7Q0B|7Q0S|7Q12|7Q13|7ZBN|8CVX|8CVY|8CVZ","","",Homo sapiens,9606,""
GL_002330,"Shiga-like toxin 2 subunit B","",P09386,"1R4P|2GA4|6FE4|7UJJ","","",Escherichia phage 933W,10730,""
GL_001187,"30 kDa spicule matrix protein","",P28163,"","","",Strongylocentrotus purpuratus,7668,""
GL_005170,"Prolyl 3-hydroxylase 1","",Q6JHU8,"","","",Gallus gallus,9031,""
GL_003339,"CD209 antigen","",Q8HY00,"","","",Pongo pygmaeus,9600,""
GL_003196,"Cyclomaltodextrin glucanotransferase","",P30920,"1CGT|1CGU|3CGT|4CGT|5CGT|6CGT|7CGT|8CGT|9CGT","","",Niallia circulans,1397,""
GL_003233,"Outer membrane protein SusE","",G8JZT0,"4FCH|4FEM","","",Bacteroides thetaiotaomicron VPI-5482,226186,""
GL_005169,"PKHD-type hydroxylase YbiX","",B7NNN5,"","","",Escherichia coli IAI39,585057,""
GL_002531,"Bifunctional protein glk","",Q63RQ7,"","","",Burkholderia pseudomallei K96243,272560,""
GL_004567,"Seed lectin","",P93535,"","","",Styphnolobium japonicum,3897,""
GL_000727,"Lectin-1","",P84871,"","","",Hypnea musciformis,31429,""
GL_002934,"Exoglucanase 1","",Q7SA23,"","","",Neurospora crassa OR74A,367110,""
GL_003406,"Probable glucose-6-phosphate isomerase","",Q5UXU0,"","","",Haloarcula marismortui ATCC 43049,272569,""
GL_001557,"Glucans biosynthesis protein G","",P67556,"","","",Escherichia coli O157:H7,83334,""
GL_004903,"Isopenicillin N synthase","",Q54243,"","","",Streptomyces griseus,1911,""
GL_003857,"Glucose-6-phosphate isomerase","",Q7VUF4,"","","",Bordetella pertussis Tohama I,257313,""
GL_004315,"Glucose-6-phosphate isomerase","",Q87L81,"","","",Vibrio parahaemolyticus RIMD 2210633,223926,""
GL_003581,"Glucose-6-phosphate isomerase","",A3PJI8,"","","",Cereibacter sphaeroides ATCC 17029,349101,""
GL_005043,"1-aminocyclopropane-1-carboxylate oxidase 1","",P05116,"","","",Solanum lycopersicum,4081,""
GL_004181,"Glucose-6-phosphate isomerase 1","",Q5F8P8,"","","",Neisseria gonorrhoeae FA 1090,242231,""
GL_004202,"ATP-dependent 6-phosphofructokinase","",A8FG55,"","","",Bacillus pumilus SAFR-032,315750,""
GL_004911,"Leucoanthocyanidin dioxygenase","",P51091,"","","",Malus domestica,3750,""
GL_001851,"Transcriptional regulator LsrR","",Q8Z2X4,"","","",Salmonella enterica subsp. enterica serovar Typhi,90370,""
GL_003044,"Probable 1,4-beta-D-glucan cellobiohydrolase C","",A2QYR9,"","","",Aspergillus niger CBS 513.88,425011,""
GL_003047,"Endoglucanase A","",Q5YLG1,"","","",Bacillus pumilus,1408,""
GL_000209,"C-type lectin domain-containing protein 87","",A8WUV1,"","","",Caenorhabditis briggsae,6238,""
GL_004553,"Bis(monoacylglycero)phosphate synthase CLN5","",O75503,"6R99","","",Homo sapiens,9606,""
GL_002923,"Expansin-like protein 3","",Q7KWS2,"","","",Dictyostelium discoideum,44689,""
GL_004640,"Antifungal protein ginkbilobin-like protein 2","",Q40858,"","","",Picea glauca,3330,""
GL_001217,"Alpha-glucosidase","",P29064,"","","",Pseudozyma tsukubaensis,5483,""
GL_005120,"Isopenicillin N synthase","",P18286,"","","",Streptomyces jumonjinensis,1945,""
GL_002401,"CD209 antigen-like protein B","",Q8CJ91,"3ZHG|4C9F|4CAJ","","",Mus musculus,10090,""
GL_001499,"Galactose mutarotase","",Q66HG4,"","","",Rattus norvegicus,10116,""
GL_004362,"D-ribose pyranase","",Q4QN45,"","","",Haemophilus influenzae 86-028NP,281310,""
GL_002994,"AA9 family lytic polysaccharide monooxygenase C","",A0A384JJB6,"","","",Botrytis cinerea B05.10,332648,""
GL_002268,"FimH","",Q9S497,"3MCY","","",Escherichia coli,562,""
GL_000748,"Lectin-like protein BA14k","",A5VV34,"","","",Brucella ovis ATCC 25840,444178,""
GL_000598,"Jacalin-related lectin 8","",F4IB94,"","","",Arabidopsis thaliana,3702,""
GL_000722,"Lectin BRA-2","BRA2",P17346,"","LfDB0247","Gal|Man",Megabalanus rosa,6680,""
GL_000277,"Calreticulin","",Q40401,"","","",Nicotiana plumbaginifolia,4092,""
GL_001235,"Alpha-mannosidase 2C1","",Q9NTJ4,"","","",Homo sapiens,9606,""
GL_003369,"D-ribose pyranase","",B5EZ14,"","","",Salmonella enterica subsp. enterica serovar Agona str. SL483,454166,""
GL_004692,"N-acetylmuramic acid 6-phosphate etherase","",C4KZ07,"","","",Exiguobacterium sp. AT1b,360911,""
GL_000496,"Galectin-3","",P38486,"","","",Canis lupus familiaris,9615,""
GL_000866,"Phospholipase A2 inhibitor clone 08","",B1A4P9,"","","",Bothrops moojeni,98334,""
GL_000283,"Calreticulin","",Q9ZNY3,"","","",Euglena gracilis,3039,""
GL_000638,"L-rhamnose-binding lectin SML","",C0HK23,"","","",Scomberomorus niphonius,321164,""
GL_000228,"C-type lectin lectoxin-Phi2","",A7X409,"","","",Philodryas olfersii,120305,""
GL_002632,"Glucokinase","",B5YZU2,"","","",Escherichia coli O157:H7 str. EC4115,444450,""
GL_000794,"N-acetylgalactosaminyltransferase 7","",Q86SF2,"6IWQ|6IWR","","",Homo sapiens,9606,""
GL_001528,"Glucans biosynthesis protein D","",B5R535,"","","",Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,550537,""
GL_003728,"ATP-dependent 6-phosphofructokinase","",B5E3Z8,"","","",Streptococcus pneumoniae G54,512566,""
GL_004128,"D-ribose pyranase 2","",B1VU78,"","","",Streptomyces griseus subsp. griseus NBRC 13350,455632,""
GL_001202,"Aldose 1-epimerase (Fragment)","",Q00053,"","","",Lactobacillus helveticus,1587,""
GL_001247,"Alpha-xylosidase","",Q5AW25,"","","",Aspergillus nidulans FGSC A4,227321,""
GL_004917,"PKHD-type hydroxylase Sbal223_0741","",B8E9P5,"","","",Shewanella baltica OS223,407976,""
GL_000566,"Jacalin-related lectin 15","",F4I9R6,"","","",Arabidopsis thaliana,3702,""
GL_002325,"T-cell surface antigen CD2","",P06729,"1CDB|1GYA|1HNF|1L2Z|1QA9|2J6O|2J7I","","",Homo sapiens,9606,""
GL_002410,"Paired immunoglobulin-like type 2 receptor beta","",Q9UKJ0,"4NFC|4NFD","","",Homo sapiens,9606,""
GL_002431,"","TxLC-I",,"","LfDB0240","GalNAc",,,""
GL_002642,"Bifunctional protein glk","",Q1BYA7,"","","",Burkholderia orbicola AU 1054,331271,""
GL_004983,"Naringenin,2-oxoglutarate 3-dioxygenase","",Q9S818,"","","",Arabidopsis thaliana,3702,""
GL_002124,"Secreted LysM effector ECP6","",B3VBK9,"4B8V|4B9H","","",Fulvia fulva,5499,""
GL_001421,"D-erythrulose kinase","",A0QXE4,"","","",Mycolicibacterium smegmatis MC2 155,246196,""
GL_002112,"Platelet-binding glycoprotein","",A3CM52,"5EQ2|5EQ3|5EQ4|5IIY|5IJ1|5IJ2|5IJ3|5KIQ","","",Streptococcus sanguinis SK36,388919,""
GL_003103,"Lysyl oxidase homolog 2","",A6H737,"","","",Bos taurus,9913,""
GL_000908,"Polypeptide N-acetylgalactosaminyltransferase 18","",Q6P9A2,"","","",Homo sapiens,9606,""
GL_001770,"Probable rhamnogalacturonate lyase A","",Q4W9T6,"","","",Aspergillus fumigatus Af293,330879,""
GL_000301,"CD302 antigen","",A8WH72,"","","",Trichosurus vulpecula,9337,""
GL_005072,"PKHD-type hydroxylase ABSDF3031","",B0VL49,"","","",Acinetobacter baumannii SDF,509170,""
GL_000958,"Prostatic spermine-binding protein","",P15501,"","","",Mus musculus,10090,""
GL_004777,"Glucokinase regulatory protein","",Q91754,"3W0L","","",Xenopus laevis,8355,""
GL_005193,"2-oxoglutarate and iron-dependent oxygenase domain-containing protein CP2","",P0DO23,"","","",Arabidopsis thaliana,3702,""
GL_004528,"Fructose-bisphosphate aldolase B","",Q91Y97,"","","",Mus musculus,10090,""
GL_003577,"ATP-dependent 6-phosphofructokinase","",C0M8V6,"","","",Streptococcus equi subsp. equi 4047,553482,""
GL_004398,"ATP-dependent 6-phosphofructokinase","",Q8P0S6,"","","",Streptococcus pyogenes MGAS8232,186103,""
GL_002809,"Wall-associated receptor kinase-like 8","",Q9SA25,"","","",Arabidopsis thaliana,3702,""
GL_001732,"O-GlcNAcase NagJ","",Q0TR53,"2CBI|2CBJ|2J1A|2J1E|2J62|2J7M|2JH2|2O4E|2OZN|2V5C|2V5D|2VUR|2W1N|2WB5|2X0Y|2XPK|2YDQ|2YDR|2YDS|4ZXL|5OXD|6RHE|7KHV","","",Clostridium perfringens ATCC 13124,195103,""
GL_003243,"Glucoamylase P","",Q03045,"6FHW","","",Amorphotheca resinae,5101,""
GL_002534,"Hexokinase-1","",Q42525,"4QS7|4QS8|4QS9","","",Arabidopsis thaliana,3702,""
GL_004555,"Mannose/glucose-specific lectin alpha chain","",P02868,"","","",Vicia cracca,3905,""
GL_001323,"Beta-galactosidase","",P06219,"","","",Klebsiella pneumoniae,573,""
GL_004301,"Glucose-6-phosphate isomerase","",Q600A8,"","","",Mesomycoplasma hyopneumoniae 232,295358,""
GL_005116,"PKHD-type hydroxylase GDI1238/Gdia_1949","",A9HE41,"","","",Gluconacetobacter diazotrophicus PA1 5,272568,""
GL_003563,"ATP-dependent 6-phosphofructokinase","",B0K6L2,"","","",Thermoanaerobacter sp. X514,399726,""
GL_000108,"Bone marrow proteoglycan","",Q63189,"","","",Rattus norvegicus,10116,""
GL_003711,"Glucose-6-phosphate isomerase","",Q5V9E9,"","","",Dictyostelium discoideum,44689,""
GL_003497,"Glucose-6-phosphate isomerase","",Q8DKY2,"","","",Thermosynechococcus vestitus BP-1,197221,""
GL_002225,"Spike glycoprotein","",Q696P8,"6NZK|6OHW","","",Human coronavirus OC43,31631,""
GL_002024,"Intelectin-2","",Q8WWU7,"","","",Homo sapiens,9606,""
GL_002791,"Uridylate-specific endoribonuclease","",A6QLQ8,"","","",Bos taurus,9913,""
GL_004298,"ATP-dependent 6-phosphofructokinase 2","",Q8XL57,"","","",Clostridium perfringens str. 13,195102,""
GL_004434,"ATP-dependent 6-phosphofructokinase","",Q9K843,"","","",Halalkalibacterium halodurans C-125,272558,""
GL_004032,"ATP-dependent 6-phosphofructokinase","",Q27778,"","","",Schistosoma mansoni,6183,""
GL_003364,"Glucose-6-phosphate isomerase","",Q742E4,"","","",Mycobacterium avium subsp. paratuberculosis K-10,262316,""
GL_004325,"Glucose-6-phosphate isomerase","",Q3K6Q4,"","","",Pseudomonas fluorescens Pf0-1,205922,""
GL_004517,"Glucose-6-phosphate isomerase","",Q1CC27,"","","",Yersinia pestis Antiqua,360102,""
GL_001265,"Beta-1,3-glucan-binding protein","",Q76DI2,"","","",Tenebrio molitor,7067,""
GL_002292,"Lectin alpha chain","",B3EWJ2,"4NOT|8UX7","","",Macropsychanthus sclerocarpus,1176036,""
GL_000521,"Galectin-related protein","",Q5R5K6,"","","",Pongo abelii,9601,""
GL_003094,"Vacuolar aspartic protease","",P10977,"","","",Candida albicans,5476,""
GL_004065,"Glucose-6-phosphate isomerase","",Q8Y4R7,"","","",Listeria monocytogenes EGD-e,169963,""
GL_004926,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","",O00469,"","","",Homo sapiens,9606,""
GL_000657,"L-type lectin-domain containing receptor kinase V.5","",Q96285,"","","",Arabidopsis thaliana,3702,""
GL_003317,"L-fucose mutarotase","",A3N2Y4,"","","",Actinobacillus pleuropneumoniae serovar 5b str. L20,416269,""
GL_005077,"PKHD-type hydroxylase Bind_0236","",B2ICK3,"","","",Beijerinckia indica subsp. indica ATCC 9039,395963,""
GL_000374,"F-box only protein 2","",Q80UW2,"1UMH|1UMI|2E31|2E32|2E33|2RJ2|5B4N","","",Mus musculus,10090,""
GL_004334,"Glucose-6-phosphate isomerase","",Q4JX51,"","","",Corynebacterium jeikeium K411,306537,""
GL_001531,"Glucans biosynthesis protein D","",C3KDR8,"","","",Pseudomonas [fluorescens] SBW25,216595,""
GL_003698,"Glucose-6-phosphate isomerase","",A3N1E1,"","","",Actinobacillus pleuropneumoniae serovar 5b str. L20,416269,""
GL_001240,"Alpha-mannosidase B","",Q54YF7,"","","",Dictyostelium discoideum,44689,""
GL_003670,"Glucose-6-phosphate isomerase","",P50309,"","","",Cricetulus griseus,10029,""
GL_000047,"Aggrecan core protein","",P13608,"","","",Bos taurus,9913,""
GL_003009,"Probable 1,4-beta-D-glucan cellobiohydrolase B","",Q0CMT2,"","","",Aspergillus terreus NIH2624,341663,""
GL_001734,"Oligosaccharide 4-alpha-D-glucosyltransferase","",B3PEE6,"4B9Y|4B9Z|4BA0|5I23|5I24|5NPB|5NPC|5NPD|5NPE|7P4C|7P4D|8RW3","","",Cellvibrio japonicus Ueda107,498211,""
GL_003952,"ATP-dependent 6-phosphofructokinase","",A8YV22,"","","",Lactobacillus helveticus DPC 4571,405566,""
GL_003591,"D-ribose pyranase","",Q04DK7,"","","",Oenococcus oeni PSU-1,203123,""
GL_005219,"Cephalosporin biosynthesis expandase/hydroxylase","",P11935,"","","",Hapsidospora chrysogena,5044,""
GL_002259,"Capsid","",Q913Z3,"2OBR|2OBS|2OBT","","",Human calicivirus NLV/VA98387/1998,165511,""
GL_005146,"PKHD-type hydroxylase Reut_A2877","",Q46X95,"","","",Cupriavidus pinatubonensis JMP134,264198,""
GL_003968,"Pyrophosphate--fructose 6-phosphate 1-phosphotransferase","",Q9AGC0,"","","",Amycolatopsis mediterranei S699,713604,""
GL_001304,"Beta-galactosidase","",A7FH78,"","","",Yersinia pseudotuberculosis IP 31758,349747,""
GL_000734,"Lectin-B","",Q9AVB0,"","","",Phytolacca americana,3527,""
GL_000190,"C-type lectin domain family 5 member A","",Q9NY25,"2YHF","","",Homo sapiens,9606,""
GL_001943,"Dimeric mannose specific lectin protein","NPA",Q40423,"","LfDB0208","Man",Narcissus hybrid cultivar 2,89148,""
GL_003527,"ATP-dependent 6-phosphofructokinase","",A6TGB8,"","","",Klebsiella pneumoniae subsp. pneumoniae MGH 78578,272620,""
GL_005290,"Endo-1,4-beta-xylanase 1","",A0A2U7QU15,"","","",Penicillium parvum,70113,""
GL_005011,"PKHD-type hydroxylase XAC2942","",Q8PIF6,"","","",Xanthomonas citri pv. citri str. 306,190486,""
GL_002837,"LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.4","",F4HQ17,"","","",Arabidopsis thaliana,3702,""
GL_003081,"Carbohydrate-binding domain-containing protein C2E1P3.05c","",Q9P7F1,"","","",Schizosaccharomyces pombe 972h-,284812,""
GL_001322,"Beta-galactosidase","",Q1C6T8,"","","",Yersinia pestis Antiqua,360102,""
GL_002894,"Endo-1,4-beta-xylanase B","",Q8J0K5,"","","",Talaromyces funiculosus,28572,""
GL_000977,"Protein FAM3C","",A5PKI3,"","","",Bos taurus,9913,""
GL_002495,"Glucokinase","",P58619,"","","",Yersinia pestis,632,""
GL_001585,"Glucans biosynthesis protein G","",B5BBD9,"","","",Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601,554290,""
GL_000535,"Grifin","",Q9D1U0,"","","",Mus musculus,10090,""
GL_004818,"46 kDa surface antigen","",P0C0J7,"","","",Mesomycoplasma hyopneumoniae 232,295358,""
GL_002170,"Lectin","",I1SB09,"3AX4|7LJG","","",Macropsychanthus violaceus,192415,""
GL_004915,"PKHD-type hydroxylase Pfl01_0799","",Q3KI64,"","","",Pseudomonas fluorescens Pf0-1,205922,""
GL_004068,"Glucose-6-phosphate isomerase","",B1XC24,"","","",Escherichia coli str. K-12 substr. DH10B,316385,""
GL_004752,"1,6-alpha-glucosyltransferase","",Q8RQU9,"","","",Sporosarcina globispora,1459,""
GL_005308,"Salivary C-type lectin 2","",Q5MIZ1,"","","",Aedes albopictus,7160,""
GL_000040,"Agglutinin beta-3 chain","",P18673,"1M26|1PXD|1TOQ|1TP8|1UGW|1UGX|1UGY|1UH0|1UH1|1WS4|1WS5|4R6N|4R6O|4R6P|4R6Q|4R6R|5J4T|5J4X|5J50|5J51|5JM1","","",Artocarpus integer,3490,""
GL_001071,"Rheacalcin-2","",P84618,"","","",Rhea americana,8797,""
GL_003454,"ATP-dependent 6-phosphofructokinase","",Q8R914,"","","",Caldanaerobacter subterraneus subsp. tengcongensis MB4,273068,""
GL_001442,"Endo-alpha-N-acetylgalactosaminidase","",Q8DR60,"3ECQ","","",Streptococcus pneumoniae R6,171101,""
GL_003312,"Alpha-(1,3)-fucosyltransferase FucT","",O30511,"2NZW|2NZX|2NZY|5ZOI","","",Helicobacter pylori,210,""
GL_000982,"Protein GOS9","",A2WMH2,"","","",Oryza sativa Indica Group,39946,""
GL_003891,"D-ribose pyranase","",Q0I1S1,"","","",Histophilus somni 129PT,205914,""
